graph,s,node_id,k_birth,k_death,persistence,size_birth,size_death
com-youtube,3,1732707,1,0,1,1,3
com-youtube,3,1732711,1,0,1,1,3
com-youtube,3,1732717,1,0,1,1,3
com-youtube,3,1732721,1,0,1,1,4
com-youtube,3,1732729,1,0,1,1,3
com-youtube,3,1732733,1,0,1,1,3
com-youtube,3,1732737,1,0,1,1,3
com-youtube,3,1732741,1,0,1,1,3
com-youtube,3,1732747,1,0,1,1,3
com-youtube,3,1732755,1,0,1,1,4
com-youtube,3,1732761,1,0,1,1,3
com-youtube,3,1732767,1,0,1,1,4
com-youtube,3,1732778,1,0,1,1,3
com-youtube,3,1732782,1,0,1,1,3
com-youtube,3,1732788,1,0,1,1,3
com-youtube,3,1732804,1,1,0,1,4
com-youtube,3,1732811,1,0,1,1,3
com-youtube,3,1732817,1,0,1,1,6
com-youtube,3,1732821,1,0,1,1,3
com-youtube,3,1732827,1,0,1,1,4
com-youtube,3,1732831,1,1,0,1,4
com-youtube,3,1732835,1,0,1,1,3
com-youtube,3,1732842,1,0,1,1,3
com-youtube,3,1732848,1,1,0,1,6
com-youtube,3,1732856,1,0,1,1,3
com-youtube,3,1732869,1,0,1,1,5
com-youtube,3,1732876,1,1,0,1,4
com-youtube,3,1732880,1,0,1,1,3
com-youtube,3,1732893,1,0,1,1,3
com-youtube,3,1732897,1,0,1,1,3
com-youtube,3,1732904,1,0,1,1,5
com-youtube,3,1732910,1,0,1,1,4
com-youtube,3,1732916,1,0,1,1,3
com-youtube,3,1732940,1,0,1,1,3
com-youtube,3,1732944,1,1,0,1,4
com-youtube,3,1732950,1,0,1,1,4
com-youtube,3,1732954,1,0,1,1,3
com-youtube,3,1732960,1,0,1,1,4
com-youtube,3,1732973,1,0,1,1,3
com-youtube,3,1732987,1,1,0,1,4
com-youtube,3,1732991,1,0,1,1,3
com-youtube,3,1732998,1,0,1,1,3
com-youtube,3,1733002,1,1,0,1,4
com-youtube,3,1733006,1,1,0,1,6
com-youtube,3,1733012,1,0,1,1,4
com-youtube,3,1733018,1,0,1,1,4
com-youtube,3,1733024,1,0,1,1,3
com-youtube,3,1733030,1,0,1,1,3
com-youtube,3,1733039,1,1,0,1,4
com-youtube,3,1733046,1,0,1,1,3
com-youtube,3,1733050,1,1,0,1,4
com-youtube,3,1733054,1,0,1,1,3
com-youtube,3,1733058,1,1,0,1,12
com-youtube,3,1733064,1,0,1,1,3
com-youtube,3,1733072,1,0,1,1,3
com-youtube,3,1733076,1,0,1,1,3
com-youtube,3,1733082,1,0,1,1,3
com-youtube,3,1733094,1,0,1,1,3
com-youtube,3,1733101,1,1,0,1,4
com-youtube,3,1733105,1,0,1,1,3
com-youtube,3,1733113,1,0,1,1,5
com-youtube,3,1733120,1,0,1,1,4
com-youtube,3,1733129,1,1,0,1,4
com-youtube,3,1733135,1,0,1,1,4
com-youtube,3,1733143,1,1,0,1,6
com-youtube,3,1733151,1,0,1,1,3
com-youtube,3,1733157,1,0,1,1,3
com-youtube,3,1733163,1,1,0,1,4
com-youtube,3,1733187,1,1,0,1,7
com-youtube,3,1733196,1,0,1,1,3
com-youtube,3,1733203,1,1,0,1,4
com-youtube,3,1733207,1,0,1,1,4
com-youtube,3,1733211,1,1,0,1,7
com-youtube,3,1733217,1,1,0,1,4
com-youtube,3,1733221,1,1,0,1,17
com-youtube,3,1733232,1,1,0,1,4
com-youtube,3,1733236,1,0,1,1,3
com-youtube,3,1733242,1,0,1,1,7
com-youtube,3,1733251,1,1,0,1,11
com-youtube,3,1733255,1,0,1,1,9
com-youtube,3,1733259,1,0,1,1,5
com-youtube,3,1733271,1,1,0,1,4
com-youtube,3,1733275,1,0,1,1,5
com-youtube,3,1733282,1,0,1,1,3
com-youtube,3,1733288,1,0,1,1,3
com-youtube,3,1733318,1,0,1,1,3
com-youtube,3,1733326,1,0,1,1,3
com-youtube,3,1733332,1,0,1,1,3
com-youtube,3,1733343,1,0,1,1,3
com-youtube,3,1733347,1,0,1,1,3
com-youtube,3,1733355,1,1,0,1,4
com-youtube,3,1733365,1,0,1,1,3
com-youtube,3,1733378,1,1,0,1,4
com-youtube,3,1733382,1,0,1,1,3
com-youtube,3,1733386,1,0,1,1,6
com-youtube,3,1733399,1,0,1,1,3
com-youtube,3,1733414,1,0,1,1,8
com-youtube,3,1733425,1,1,0,1,4
com-youtube,3,1733429,1,1,0,1,4
com-youtube,3,1733458,1,1,0,1,4
com-youtube,3,1733462,1,0,1,1,4
com-youtube,3,1733468,1,1,0,1,4
com-youtube,3,1733475,1,0,1,1,3
com-youtube,3,1733479,1,0,1,1,7
com-youtube,3,1733489,1,0,1,1,3
com-youtube,3,1733501,1,0,1,1,3
com-youtube,3,1733505,1,0,1,1,4
com-youtube,3,1733532,1,0,1,1,3
com-youtube,3,1733543,1,0,1,1,3
com-youtube,3,1733547,1,0,1,1,3
com-youtube,3,1733554,1,1,0,1,4
com-youtube,3,1733560,1,0,1,1,3
com-youtube,3,1733564,1,0,1,1,3
com-youtube,3,1733577,1,0,1,1,3
com-youtube,3,1733585,1,0,1,1,4
com-youtube,3,1733591,1,1,0,1,4
com-youtube,3,1733597,1,1,0,1,4
com-youtube,3,1733603,1,0,1,1,3
com-youtube,3,1733607,1,0,1,1,6
com-youtube,3,1733615,1,1,0,1,4
com-youtube,3,1733619,1,1,0,1,6
com-youtube,3,1733628,1,0,1,1,3
com-youtube,3,1733644,1,0,1,1,4
com-youtube,3,1733648,1,0,1,1,3
com-youtube,3,1733652,1,0,1,1,3
com-youtube,3,1733665,1,0,1,1,3
com-youtube,3,1733669,1,1,0,1,4
com-youtube,3,1733683,1,0,1,1,3
com-youtube,3,1733691,1,0,1,1,3
com-youtube,3,1733695,1,1,0,1,6
com-youtube,3,1733701,1,1,0,1,4
com-youtube,3,1733707,1,1,0,1,4
com-youtube,3,1733721,1,0,1,1,3
com-youtube,3,1733725,1,0,1,1,3
com-youtube,3,1733729,1,1,0,1,4
com-youtube,3,1733748,1,0,1,1,6
com-youtube,3,1733759,1,1,0,1,4
com-youtube,3,1733763,1,0,1,1,3
com-youtube,3,1733767,1,0,1,1,3
com-youtube,3,1733771,1,0,1,1,3
com-youtube,3,1733775,1,0,1,1,3
com-youtube,3,1733783,1,0,1,1,5
com-youtube,3,1733787,1,0,1,1,5
com-youtube,3,1733791,1,1,0,1,11
com-youtube,3,1733800,1,0,1,1,3
com-youtube,3,1733806,1,0,1,1,3
com-youtube,3,1733812,1,0,1,1,3
com-youtube,3,1733818,1,0,1,1,3
com-youtube,3,1733822,1,0,1,1,3
com-youtube,3,1733826,1,0,1,1,3
com-youtube,3,1733834,1,1,0,1,4
com-youtube,3,1733840,1,0,1,1,3
com-youtube,3,1733844,1,0,1,1,3
com-youtube,3,1733850,1,0,1,1,3
com-youtube,3,1733854,1,0,1,1,3
com-youtube,3,1733862,1,0,1,1,3
com-youtube,3,1733866,1,0,1,1,4
com-youtube,3,1733874,1,1,0,1,8
com-youtube,3,1733881,1,1,0,1,8
com-youtube,3,1733885,1,1,0,1,4
com-youtube,3,1733889,1,0,1,1,5
com-youtube,3,1733895,1,0,1,1,4
com-youtube,3,1733906,1,0,1,1,3
com-youtube,3,1733910,1,0,1,1,3
com-youtube,3,1733914,1,0,1,1,4
com-youtube,3,1733920,1,0,1,1,3
com-youtube,3,1733924,1,0,1,1,3
com-youtube,3,1733928,1,0,1,1,3
com-youtube,3,1733932,1,1,0,1,4
com-youtube,3,1733945,1,0,1,1,3
com-youtube,3,1733949,1,0,1,1,3
com-youtube,3,1733953,1,1,0,1,4
com-youtube,3,1733963,1,0,1,1,5
com-youtube,3,1733967,1,1,0,1,6
com-youtube,3,1733971,1,1,0,1,4
com-youtube,3,1733982,1,0,1,1,4
com-youtube,3,1733995,1,0,1,1,3
com-youtube,3,1733999,1,0,1,1,3
com-youtube,3,1734010,1,1,0,1,4
com-youtube,3,1734014,1,0,1,1,3
com-youtube,3,1734018,1,1,0,1,4
com-youtube,3,1734026,1,1,0,1,8
com-youtube,3,1734037,1,0,1,1,3
com-youtube,3,1734050,1,0,1,1,4
com-youtube,3,1734056,1,0,1,1,3
com-youtube,3,1734060,1,0,1,1,3
com-youtube,3,1734064,1,0,1,1,3
com-youtube,3,1734068,1,0,1,1,4
com-youtube,3,1734074,1,0,1,1,3
com-youtube,3,1734080,1,0,1,1,3
com-youtube,3,1734086,1,0,1,1,5
com-youtube,3,1734094,1,0,1,1,3
com-youtube,3,1734100,1,0,1,1,4
com-youtube,3,1734104,1,0,1,1,3
com-youtube,3,1734108,1,1,0,1,4
com-youtube,3,1734112,1,0,1,1,4
com-youtube,3,1734119,1,0,1,1,3
com-youtube,3,1734123,1,0,1,1,3
com-youtube,3,1734127,1,0,1,1,3
com-youtube,3,1734131,1,1,0,1,4
com-youtube,3,1734135,1,0,1,1,3
com-youtube,3,1734152,1,0,1,1,4
com-youtube,3,1734158,1,1,0,1,9
com-youtube,3,1734162,1,0,1,1,3
com-youtube,3,1734168,1,1,0,1,4
com-youtube,3,1734179,1,0,1,1,5
com-youtube,3,1734192,1,0,1,1,3
com-youtube,3,1734199,1,1,0,1,4
com-youtube,3,1734203,1,0,1,1,3
com-youtube,3,1734214,1,1,0,1,4
com-youtube,3,1734222,1,0,1,1,3
com-youtube,3,1734228,1,0,1,1,3
com-youtube,3,1734232,1,1,0,1,4
com-youtube,3,1734239,1,0,1,1,3
com-youtube,3,1734243,1,0,1,1,3
com-youtube,3,1734247,1,1,0,1,4
com-youtube,3,1734253,1,0,1,1,7
com-youtube,3,1734257,1,0,1,1,3
com-youtube,3,1734264,1,0,1,1,5
com-youtube,3,1734273,1,0,1,1,3
com-youtube,3,1734277,1,1,0,1,4
com-youtube,3,1734281,1,0,1,1,3
com-youtube,3,1734285,1,0,1,1,3
com-youtube,3,1734289,1,0,1,1,3
com-youtube,3,1734302,1,0,1,1,4
com-youtube,3,1734312,1,0,1,1,3
com-youtube,3,1734316,1,0,1,1,3
com-youtube,3,1734320,1,0,1,1,3
com-youtube,3,1734324,1,0,1,1,3
com-youtube,3,1734330,1,1,0,1,8
com-youtube,3,1734336,1,0,1,1,3
com-youtube,3,1734342,1,1,0,1,6
com-youtube,3,1734346,1,0,1,1,5
com-youtube,3,1734350,1,0,1,1,4
com-youtube,3,1734358,1,1,0,1,4
com-youtube,3,1734362,1,1,0,1,4
com-youtube,3,1734368,1,1,0,1,7
com-youtube,3,1734372,1,0,1,1,3
com-youtube,3,1734380,1,0,1,1,5
com-youtube,3,1734387,1,0,1,1,3
com-youtube,3,1734391,1,0,1,1,5
com-youtube,3,1734395,1,0,1,1,3
com-youtube,3,1734399,1,0,1,1,3
com-youtube,3,1734406,1,1,0,1,9
com-youtube,3,1734410,1,0,1,1,3
com-youtube,3,1734414,1,0,1,1,3
com-youtube,3,1734421,1,0,1,1,3
com-youtube,3,1734425,1,1,0,1,10
com-youtube,3,1734444,1,0,1,1,3
com-youtube,3,1734448,1,0,1,1,9
com-youtube,3,1734455,1,1,0,1,4
com-youtube,3,1734459,1,0,1,1,3
com-youtube,3,1734468,1,0,1,1,3
com-youtube,3,1734474,1,0,1,1,5
com-youtube,3,1734478,1,0,1,1,5
com-youtube,3,1734482,1,0,1,1,3
com-youtube,3,1734493,1,0,1,1,3
com-youtube,3,1734500,1,1,0,1,6
com-youtube,3,1734506,1,0,1,1,5
com-youtube,3,1734518,1,0,1,1,4
com-youtube,3,1734528,1,0,1,1,6
com-youtube,3,1734542,1,0,1,1,3
com-youtube,3,1734549,1,0,1,1,4
com-youtube,3,1734555,1,0,1,1,5
com-youtube,3,1734561,1,0,1,1,3
com-youtube,3,1734565,1,0,1,1,3
com-youtube,3,1734578,1,0,1,1,3
com-youtube,3,1734582,1,1,0,1,4
com-youtube,3,1734586,1,0,1,1,3
com-youtube,3,1734590,1,0,1,1,4
com-youtube,3,1734603,1,0,1,1,3
com-youtube,3,1734607,1,1,0,1,4
com-youtube,3,1734611,1,0,1,1,3
com-youtube,3,1734615,1,0,1,1,3
com-youtube,3,1734623,1,0,1,1,3
com-youtube,3,1734627,1,0,1,1,3
com-youtube,3,1734631,1,0,1,1,3
com-youtube,3,1734642,1,0,1,1,3
com-youtube,3,1734648,1,1,0,1,10
com-youtube,3,1734654,1,0,1,1,5
com-youtube,3,1734658,1,0,1,1,4
com-youtube,3,1734664,1,1,0,1,8
com-youtube,3,1734668,1,0,1,1,3
com-youtube,3,1734672,1,1,0,1,4
com-youtube,3,1734676,1,0,1,1,3
com-youtube,3,1734682,1,0,1,1,4
com-youtube,3,1734718,1,0,1,1,4
com-youtube,3,1734722,1,0,1,1,3
com-youtube,3,1734733,1,0,1,1,3
com-youtube,3,1734737,1,1,0,1,4
com-youtube,3,1734744,1,0,1,1,3
com-youtube,3,1734748,1,1,0,1,10
com-youtube,3,1734752,1,0,1,1,3
com-youtube,3,1734758,1,0,1,1,3
com-youtube,3,1734762,1,0,1,1,3
com-youtube,3,1734766,1,1,0,1,4
com-youtube,3,1734785,1,0,1,1,3
com-youtube,3,1734793,1,1,0,1,4
com-youtube,3,1734799,1,1,0,1,4
com-youtube,3,1734803,1,0,1,1,3
com-youtube,3,1734815,1,0,1,1,3
com-youtube,3,1734831,1,0,1,1,3
com-youtube,3,1734837,1,0,1,1,3
com-youtube,3,1734853,1,0,1,1,3
com-youtube,3,1734863,1,0,1,1,3
com-youtube,3,1734876,1,0,1,1,3
com-youtube,3,1734880,1,1,0,1,4
com-youtube,3,1734888,1,0,1,1,3
com-youtube,3,1734892,1,0,1,1,3
com-youtube,3,1734896,1,0,1,1,3
com-youtube,3,1734900,1,1,0,1,8
com-youtube,3,1734908,1,1,0,1,4
com-youtube,3,1734934,1,0,1,1,3
com-youtube,3,1734938,1,1,0,1,4
com-youtube,3,1734942,1,0,1,1,6
com-youtube,3,1734948,1,0,1,1,3
com-youtube,3,1734954,1,1,0,1,4
com-youtube,3,1734958,1,1,0,1,8
com-youtube,3,1734964,1,0,1,1,4
com-youtube,3,1734979,1,0,1,1,3
com-youtube,3,1734983,1,0,1,1,3
com-youtube,3,1734989,1,0,1,1,4
com-youtube,3,1734995,1,1,0,1,4
com-youtube,3,1734999,1,0,1,1,3
com-youtube,3,1735021,1,0,1,1,3
com-youtube,3,1735038,1,0,1,1,3
com-youtube,3,1735044,1,0,1,1,3
com-youtube,3,1735048,1,0,1,1,3
com-youtube,3,1735052,1,0,1,1,3
com-youtube,3,1735058,1,0,1,1,9
com-youtube,3,1735064,1,0,1,1,3
com-youtube,3,1735077,1,1,0,1,4
com-youtube,3,1735083,1,1,0,1,7
com-youtube,3,1735092,1,0,1,1,5
com-youtube,3,1735098,1,0,1,1,3
com-youtube,3,1735104,1,0,1,1,3
com-youtube,3,1735110,1,0,1,1,3
com-youtube,3,1735116,1,0,1,1,3
com-youtube,3,1735122,1,0,1,1,3
com-youtube,3,1735126,1,0,1,1,3
com-youtube,3,1735130,1,0,1,1,3
com-youtube,3,1735134,1,0,1,1,3
com-youtube,3,1735140,1,1,0,1,7
com-youtube,3,1735146,1,1,0,1,7
com-youtube,3,1735152,1,0,1,1,3
com-youtube,3,1735156,1,0,1,1,3
com-youtube,3,1735160,1,1,0,1,4
com-youtube,3,1735166,1,1,0,1,4
com-youtube,3,1735170,1,1,0,1,4
com-youtube,3,1735174,1,0,1,1,3
com-youtube,3,1735178,1,1,0,1,10
com-youtube,3,1735184,1,1,0,1,4
com-youtube,3,1735188,1,0,1,1,3
com-youtube,3,1735194,1,0,1,1,4
com-youtube,3,1735200,1,0,1,1,4
com-youtube,3,1735206,1,0,1,1,3
com-youtube,3,1735210,1,0,1,1,5
com-youtube,3,1735221,1,0,1,1,6
com-youtube,3,1735228,1,0,1,1,3
com-youtube,3,1735235,1,0,1,1,3
com-youtube,3,1735239,1,0,1,1,4
com-youtube,3,1735245,1,0,1,1,4
com-youtube,3,1735254,1,0,1,1,4
com-youtube,3,1735258,1,0,1,1,3
com-youtube,3,1735262,1,0,1,1,3
com-youtube,3,1735271,1,1,0,1,4
com-youtube,3,1735278,1,0,1,1,3
com-youtube,3,1735294,1,0,1,1,4
com-youtube,3,1735300,1,0,1,1,7
com-youtube,3,1735306,1,1,0,1,4
com-youtube,3,1735316,1,0,1,1,4
com-youtube,3,1735320,1,1,0,1,4
com-youtube,3,1735328,1,0,1,1,3
com-youtube,3,1735332,1,0,1,1,5
com-youtube,3,1735339,1,0,1,1,3
com-youtube,3,1735345,1,1,0,1,6
com-youtube,3,1735358,1,0,1,1,3
com-youtube,3,1735362,1,0,1,1,4
com-youtube,3,1735370,1,0,1,1,3
com-youtube,3,1735374,1,0,1,1,3
com-youtube,3,1735381,1,0,1,1,3
com-youtube,3,1735396,1,0,1,1,3
com-youtube,3,1735411,1,0,1,1,4
com-youtube,3,1735422,1,1,0,1,6
com-youtube,3,1735430,1,0,1,1,3
com-youtube,3,1735434,1,0,1,1,3
com-youtube,3,1735444,1,0,1,1,4
com-youtube,3,1735450,1,0,1,1,5
com-youtube,3,1735464,1,0,1,1,3
com-youtube,3,1735468,1,1,0,1,4
com-youtube,3,1735483,1,1,0,1,4
com-youtube,3,1735497,1,1,0,1,4
com-youtube,3,1735519,1,0,1,1,3
com-youtube,3,1735537,1,0,1,1,3
com-youtube,3,1735554,1,1,0,1,8
com-youtube,3,1735564,1,0,1,1,3
com-youtube,3,1735576,1,0,1,1,3
com-youtube,3,1735580,1,0,1,1,3
com-youtube,3,1735586,1,0,1,1,3
com-youtube,3,1735595,1,1,0,1,11
com-youtube,3,1735603,1,0,1,1,3
com-youtube,3,1735607,1,0,1,1,6
com-youtube,3,1735611,1,1,0,1,4
com-youtube,3,1735618,1,0,1,1,4
com-youtube,3,1735622,1,0,1,1,3
com-youtube,3,1735626,1,0,1,1,3
com-youtube,3,1735635,1,0,1,1,3
com-youtube,3,1735641,1,0,1,1,5
com-youtube,3,1735651,1,0,1,1,3
com-youtube,3,1735659,1,1,0,1,6
com-youtube,3,1735665,1,1,0,1,6
com-youtube,3,1735669,1,0,1,1,3
com-youtube,3,1735675,1,1,0,1,4
com-youtube,3,1735683,1,0,1,1,3
com-youtube,3,1735690,1,0,1,1,4
com-youtube,3,1735694,1,0,1,1,5
com-youtube,3,1735698,1,0,1,1,5
com-youtube,3,1735706,1,1,0,1,4
com-youtube,3,1735710,1,1,0,1,9
com-youtube,3,1735717,1,0,1,1,3
com-youtube,3,1735734,1,1,0,1,11
com-youtube,3,1735742,1,0,1,1,3
com-youtube,3,1735746,1,0,1,1,3
com-youtube,3,1735750,1,0,1,1,3
com-youtube,3,1735754,1,0,1,1,5
com-youtube,3,1735758,1,0,1,1,4
com-youtube,3,1735768,1,1,0,1,4
com-youtube,3,1735772,1,0,1,1,3
com-youtube,3,1735780,1,0,1,1,3
com-youtube,3,1735784,1,0,1,1,3
com-youtube,3,1735788,1,0,1,1,3
com-youtube,3,1735794,1,0,1,1,4
com-youtube,3,1735798,1,0,1,1,3
com-youtube,3,1735802,1,0,1,1,3
com-youtube,3,1735814,1,0,1,1,4
com-youtube,3,1735818,1,0,1,1,6
com-youtube,3,1735833,1,0,1,1,3
com-youtube,3,1735846,1,0,1,1,3
com-youtube,3,1735850,1,0,1,1,3
com-youtube,3,1735854,1,0,1,1,3
com-youtube,3,1735858,1,0,1,1,5
com-youtube,3,1735866,1,0,1,1,3
com-youtube,3,1735882,1,1,0,1,6
com-youtube,3,1735893,1,0,1,1,3
com-youtube,3,1735897,1,0,1,1,4
com-youtube,3,1735901,1,0,1,1,3
com-youtube,3,1735911,1,0,1,1,3
com-youtube,3,1735915,1,0,1,1,3
com-youtube,3,1735931,1,0,1,1,4
com-youtube,3,1735935,1,0,1,1,3
com-youtube,3,1735939,1,1,0,1,4
com-youtube,3,1735947,1,0,1,1,3
com-youtube,3,1735958,1,0,1,1,5
com-youtube,3,1735968,1,0,1,1,3
com-youtube,3,1735972,1,0,1,1,3
com-youtube,3,1735976,1,0,1,1,3
com-youtube,3,1735980,1,0,1,1,3
com-youtube,3,1735986,1,0,1,1,3
com-youtube,3,1735990,1,0,1,1,3
com-youtube,3,1736030,1,0,1,1,3
com-youtube,3,1736041,1,1,0,1,4
com-youtube,3,1736045,1,0,1,1,3
com-youtube,3,1736052,1,0,1,1,3
com-youtube,3,1736056,1,0,1,1,3
com-youtube,3,1736080,1,0,1,1,3
com-youtube,3,1736084,1,0,1,1,4
com-youtube,3,1736092,1,0,1,1,3
com-youtube,3,1736098,1,0,1,1,3
com-youtube,3,1736118,1,0,1,1,3
com-youtube,3,1736129,1,0,1,1,7
com-youtube,3,1736133,1,0,1,1,5
com-youtube,3,1736137,1,0,1,1,3
com-youtube,3,1736145,1,1,0,1,4
com-youtube,3,1736156,1,0,1,1,3
com-youtube,3,1736164,1,0,1,1,3
com-youtube,3,1736174,1,0,1,1,4
com-youtube,3,1736178,1,1,0,1,6
com-youtube,3,1736188,1,0,1,1,3
com-youtube,3,1736197,1,0,1,1,3
com-youtube,3,1736209,1,0,1,1,3
com-youtube,3,1736216,1,1,0,1,4
com-youtube,3,1736220,1,1,0,1,6
com-youtube,3,1736224,1,1,0,1,6
com-youtube,3,1736235,1,0,1,1,3
com-youtube,3,1736241,1,0,1,1,3
com-youtube,3,1736245,1,0,1,1,3
com-youtube,3,1736251,1,0,1,1,3
com-youtube,3,1736267,1,0,1,1,3
com-youtube,3,1736273,1,0,1,1,3
com-youtube,3,1736277,1,0,1,1,3
com-youtube,3,1736286,1,0,1,1,3
com-youtube,3,1736303,1,0,1,1,3
com-youtube,3,1736310,1,0,1,1,3
com-youtube,3,1736326,1,0,1,1,6
com-youtube,3,1736335,1,0,1,1,3
com-youtube,3,1736350,1,0,1,1,3
com-youtube,3,1736356,1,0,1,1,3
com-youtube,3,1736360,1,0,1,1,3
com-youtube,3,1736364,1,1,0,1,7
com-youtube,3,1736368,1,0,1,1,3
com-youtube,3,1736382,1,0,1,1,3
com-youtube,3,1736386,1,1,0,1,4
com-youtube,3,1736392,1,0,1,1,4
com-youtube,3,1736400,1,0,1,1,3
com-youtube,3,1736404,1,0,1,1,3
com-youtube,3,1736416,1,1,0,1,4
com-youtube,3,1736423,1,0,1,1,3
com-youtube,3,1736429,1,0,1,1,3
com-youtube,3,1736447,1,0,1,1,5
com-youtube,3,1736456,1,0,1,1,3
com-youtube,3,1736470,1,0,1,1,3
com-youtube,3,1736474,1,0,1,1,4
com-youtube,3,1736482,1,0,1,1,3
com-youtube,3,1736516,1,0,1,1,3
com-youtube,3,1736520,1,0,1,1,11
com-youtube,3,1736533,1,1,0,1,9
com-youtube,3,1736539,1,1,0,1,4
com-youtube,3,1736548,1,0,1,1,6
com-youtube,3,1736552,1,0,1,1,3
com-youtube,3,1736556,1,0,1,1,3
com-youtube,3,1736560,1,0,1,1,3
com-youtube,3,1736564,1,0,1,1,4
com-youtube,3,1736570,1,0,1,1,3
com-youtube,3,1736592,1,1,0,1,4
com-youtube,3,1736596,1,0,1,1,3
com-youtube,3,1736600,1,0,1,1,3
com-youtube,3,1736610,1,0,1,1,3
com-youtube,3,1736614,1,0,1,1,3
com-youtube,3,1736624,1,1,0,1,4
com-youtube,3,1736630,1,0,1,1,3
com-youtube,3,1736634,1,1,0,1,4
com-youtube,3,1736667,1,0,1,1,3
com-youtube,3,1736684,1,0,1,1,3
com-youtube,3,1736690,1,0,1,1,3
com-youtube,3,1736703,1,1,0,1,4
com-youtube,3,1736707,1,0,1,1,3
com-youtube,3,1736711,1,1,0,1,4
com-youtube,3,1736715,1,1,0,1,4
com-youtube,3,1736725,1,0,1,1,3
com-youtube,3,1736734,1,0,1,1,3
com-youtube,3,1736747,1,0,1,1,3
com-youtube,3,1736753,1,1,0,1,4
com-youtube,3,1736765,1,0,1,1,3
com-youtube,3,1736773,1,0,1,1,3
com-youtube,3,1736785,1,0,1,1,3
com-youtube,3,1736819,1,0,1,1,3
com-youtube,3,1736837,1,0,1,1,4
com-youtube,3,1736845,1,0,1,1,3
com-youtube,3,1736849,1,0,1,1,3
com-youtube,3,1736857,1,1,0,1,4
com-youtube,3,1736869,1,1,0,1,6
com-youtube,3,1736873,1,1,0,1,6
com-youtube,3,1736881,1,0,1,1,3
com-youtube,3,1736885,1,0,1,1,3
com-youtube,3,1736894,1,0,1,1,3
com-youtube,3,1736898,1,0,1,1,3
com-youtube,3,1736937,1,0,1,1,5
com-youtube,3,1736946,1,0,1,1,3
com-youtube,3,1736955,1,0,1,1,3
com-youtube,3,1736961,1,1,0,1,4
com-youtube,3,1736965,1,0,1,1,3
com-youtube,3,1736969,1,0,1,1,3
com-youtube,3,1736977,1,1,0,1,4
com-youtube,3,1736987,1,0,1,1,3
com-youtube,3,1736995,1,0,1,1,5
com-youtube,3,1736999,1,0,1,1,3
com-youtube,3,1737003,1,0,1,1,4
com-youtube,3,1737007,1,1,0,1,4
com-youtube,3,1737011,1,0,1,1,3
com-youtube,3,1737021,1,0,1,1,3
com-youtube,3,1737030,1,0,1,1,3
com-youtube,3,1737034,1,0,1,1,3
com-youtube,3,1737052,1,1,0,1,6
com-youtube,3,1737063,1,0,1,1,4
com-youtube,3,1737079,1,1,0,1,6
com-youtube,3,1737090,1,1,0,1,4
com-youtube,3,1737094,1,1,0,1,6
com-youtube,3,1737098,1,0,1,1,4
com-youtube,3,1737116,1,1,0,1,6
com-youtube,3,1737122,1,1,0,1,6
com-youtube,3,1737131,1,0,1,1,3
com-youtube,3,1737137,1,0,1,1,3
com-youtube,3,1737146,1,0,1,1,3
com-youtube,3,1737150,1,0,1,1,3
com-youtube,3,1737156,1,0,1,1,3
com-youtube,3,1737160,1,1,0,1,6
com-youtube,3,1737166,1,0,1,1,3
com-youtube,3,1737180,1,1,0,1,4
com-youtube,3,1737189,1,1,0,1,4
com-youtube,3,1737193,1,0,1,1,3
com-youtube,3,1737197,1,0,1,1,4
com-youtube,3,1737201,1,0,1,1,3
com-youtube,3,1737209,1,1,0,1,4
com-youtube,3,1737220,1,0,1,1,3
com-youtube,3,1737229,1,0,1,1,3
com-youtube,3,1737241,1,0,1,1,4
com-youtube,3,1737247,1,0,1,1,3
com-youtube,3,1737251,1,0,1,1,4
com-youtube,3,1737255,1,0,1,1,3
com-youtube,3,1737259,1,0,1,1,3
com-youtube,3,1737263,1,0,1,1,3
com-youtube,3,1737267,1,0,1,1,4
com-youtube,3,1737271,1,0,1,1,3
com-youtube,3,1737277,1,0,1,1,3
com-youtube,3,1737287,1,1,0,1,6
com-youtube,3,1737301,1,0,1,1,3
com-youtube,3,1737317,1,0,1,1,4
com-youtube,3,1737323,1,1,0,1,4
com-youtube,3,1737327,1,0,1,1,4
com-youtube,3,1737335,1,0,1,1,3
com-youtube,3,1737346,1,0,1,1,3
com-youtube,3,1737362,1,1,0,1,4
com-youtube,3,1737370,1,0,1,1,4
com-youtube,3,1737379,1,0,1,1,3
com-youtube,3,1737387,1,0,1,1,3
com-youtube,3,1737391,1,0,1,1,3
com-youtube,3,1737395,1,0,1,1,3
com-youtube,3,1737399,1,0,1,1,3
com-youtube,3,1737408,1,0,1,1,3
com-youtube,3,1737420,1,0,1,1,3
com-youtube,3,1737424,1,0,1,1,3
com-youtube,3,1737430,1,0,1,1,3
com-youtube,3,1737434,1,0,1,1,4
com-youtube,3,1737438,1,1,0,1,6
com-youtube,3,1737467,1,1,0,1,4
com-youtube,3,1737473,1,1,0,1,4
com-youtube,3,1737477,1,1,0,1,4
com-youtube,3,1737481,1,0,1,1,3
com-youtube,3,1737485,1,0,1,1,3
com-youtube,3,1737494,1,0,1,1,3
com-youtube,3,1737504,1,1,0,1,4
com-youtube,3,1737510,1,0,1,1,4
com-youtube,3,1737514,1,0,1,1,3
com-youtube,3,1737520,1,0,1,1,3
